Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"The culture of Mexican migration: A theoretical and empirical analysis.","Kandel, William; Massey, Douglas S.","Social Forces",="00377732",,="20020301","80","3","981","24","2002-12703-004","10.1353/sof.2002.0009","University of North Carolina Press","Journal Article","Acculturation; Adolescent Attitudes; Human Migration; Latinos/Latinas; Occupational Aspirations; Childhood (birth-12 yrs); School Age (6-12 yrs); Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Male; Female",,"Many field investigators have observed the evolution of a 'culture of migration' in certain Mexican communities characterized by a high rate of out-migration to the US. Within such communities, international migration becomes so deeply rooted that the prospect of transnational movement becomes normative: young people 'expect' to live and work in the US at some point in their lives. Males, especially, come to see migration as a normal part of the life course, representing a marker of the transition to manhood, in addition to being a widely accepted vehicle for economic mobility. International migration is cultural in the sense that the aspiration to migrate is transmitted across generations and between people through social networks. In this article, the authors develop a formal theory of the culture of migration and test it using 7,061 students in grades 6-12 (ages 9-23). Results show that children from families involved in US migration are more likely to aspire to live and work in the US and that these aspirations, in turn, influence their behavior, lowering the odds that they will continue in school, and raising the odds of their eventual out-migration to the US. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2002-12703-004&site=ehost-live&scope=site"
"The emergence of self in the bicultural space among Polish immigrant women: A critical integration of self psychology and Winnicott's theory (D. W. Winnicott).","Byskosh, Maria Magdalena","Dissertation Abstracts International: Section B: The Sciences and Engineering",="04194217",,="20070101","68","4-B","2684","1","2007-99200-326",,"ProQuest Information & Learning","Dissertation","Ethnic Identity; Immigration; Self-Concept; Self Psychology; Sociocultural Factors; Cultural Identity; Female",,"Every year a great number of women immigrate from Poland to the United States. Adjustment to a new culture is a difficult process and can have an impact on a woman's self, self image, and identity. The creation of identity requires a culture with systems, language, and images. Therefore, how can a woman recreate her own identity and find new meaning of the self in a new culture? This is an important question not only for the individuals themselves but for those who work with them. Due to the lack of attention paid to this group, mental health professionals and others who provide services to them may be unaware of the particular issues these women face. These women face challenges to their identity and sense of self that can be best explained from a psychodynamic point of view. Therefore, using the heuristic research model, this theoretical research investigates the impact of immigration and living in the bicultural environment on the self structure of young Polish immigrant women. Concepts from two different theoretical orientations, self psychology and Winnicott's and his followers' theories, are used to examine the emergence of the self in this particular immigrant group. Specific emphasis is put on the process of reconstruction of the self in the bicultural environment. The dissertation begins with an explanation of pre-immigration and immigration stages and a discussion of the structure of the self among young Polish immigrant women. Next, an investigation of the process of assimilation to a new environment is conducted. After this, the concept of the bicultural space, seen as significant in understanding the bicultural woman's inner experience, is introduced. Then, in order to illustrate these concepts and provide a portrayal of a typical Polish immigrant, the hypothetical case of a young Polish woman named Anna is presented. Finally, the concept of the bicultural identity is presented, followed by a discussion of the research, including the analysis of five models of second culture acquisition and the incorporation of new findings. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2007-99200-326&site=ehost-live&scope=site"
"The Experiences of Young Korean Immigrants: A Grounded Theory of Negotiating Social, Cultural, and Generational Boundaries.","Kim, Sun Seog","Issues in Mental Health Nursing",="01612840",,="20040701","25","5","517","21","2004-95072-007","10.1080/01612840490443464","Taylor & Francis","Journal Article","Boundaries (Psychological); Immigration; Korean Cultural Groups; Theories; Generational Differences; Adjustment; Grounded Theory; Sociocultural Factors; Adulthood (18 yrs & older); Male; Female",,"The experiences of young Korean immigrants in the U.S. were explored through in-depth interviews with 19 participants. The research method employed was Grounded Theory whereby data collection and analysis were conducted concurrently. Study findings indicated that the young immigrants engaged in the process of negotiating social, cultural, and generational boundaries in order to adapt in the new country. Several structural and personal factors were identified as salient conditions of the process. These findings will help health care professionals have a better understanding of how young immigrants adapt in their new environment and what structural and personal conditions play a main role in this adaptation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2004-95072-007&site=ehost-live&scope=site"
"The impact of the assimilation of migrants on the well-being of native inhabitants: A theory.","Stark, Oded; Bielawski, Jakub; Jakubek, Marcin","Journal of Economic Behavior & Organization",="01672681",,="20150301","111",,"71","8","2015-10015-006","10.1016/j.jebo.2014.12.010","Elsevier Science","Journal Article","Acculturation; Immigration; Well Being; Prediction; Theories",,"We present a theory that systematically and causally links the well-being of native inhabitants with variation in the extent of the assimilation of migrants. Recent empirical findings are yielded as predictions of the theory. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2015-10015-006&site=ehost-live&scope=site"
"The process of acculturation: Theoretical perspectives and an empirical investigation in Peru.","Richman, Judith A.; Gaviria, Moises; Flaherty, Joseph A.; Birz, Susan; Wintrob, Ronald M.","Social Science & Medicine",="02779536",,="19870101","25","7","839","9","1988-32467-001","10.1016/0277-9536(87)90042-6","Elsevier Science","Journal Article","Acculturation; Human Migration; Rural Environments; Urban Environments; Ethnic Identity; Language; Sociability; Social Discrimination; Social Perception; Adulthood (18 yrs & older)",,"Examined overall acculturation and 5 subdimensions (language use, customs, sociability, perceived discrimination, and ethnic identity) in 209 Indian rural and urban migrants and 64 White nonmigrants in Lima, Peru. Data show that 2nd generation migrants were more highly acculturated across subareas and perceived less ethnic discrimination than 1st generation migrants. The 1st generation varied in acculturative level across subdimensions as a function of their age at the time of migration. Contrasts between migrant and dominant groups depicted a 2-way process of culture change, but a process characterized by an inequality in the content exchanged in each direction. Sociodemographic correlates of acculturation were also found. Results are discussed in terms of the potential psychological consequences of alternative acculturative adaptations within the Peruvian social-structural context. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1988-32467-001&site=ehost-live&scope=site"
"The psychosocial adjustment of the Southeast Asian refugee: An overview of empirical findings and theoretical models.","Nicassio, Perry M.","Journal of Cross-Cultural Psychology",="00220221",,="19850601","16","2","153","21","1986-14283-001","10.1177/0022002185016002002","Sage Publications","Journal Article","Acculturation; Asians; Emotional Adjustment; Immigration; Social Adjustment; Individual Differences; Learned Helplessness; Southeast Asian Cultural Groups; Stress Management",,"Reviews the clinical and research literature on the psychosocial adjustment of the Southeast Asian refugees in the US and proposes the adoption of theoretical models that may be helpful in explaining individual differences in adjustment processes. Available evidence indicates that depression and stress-related symptoms are commonly found in refugees, whereas age, English proficiency, and socioeconomic indicators have been correlated with adjustment variables. Acculturation, learned helplessness, and stress management models appear to be beneficial in conceptualizing refugee adjustment problems and in providing a rational foundation for future research efforts. (43 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1986-14283-001&site=ehost-live&scope=site"
"The retreat of multiculturalism in the liberal state: Theory and policy.","Joppke, Christian","British Journal of Sociology",="00071315",,="20040601","55","2","237","21","2004-16317-004","10.1111/j.1468-4446.2004.00017.x","Blackwell Publishing","Journal Article","Cross Cultural Differences; Minority Groups; Multiculturalism; Public Opinion; Socioeconomic Status",,"This article discusses a recent retreat of multiculturalism in the liberal state. This retreat has occurred both at the level of theory and policy. With the help of some recent liberal critiques of multiculturalism, the first part maps out some shortcomings of the notion of minority integration through cultural recognition, particularly with respect to immigrants. The second part discusses a retreat from multiculturalism policies in three states that had been prominently committed to them: Australia, the Netherlands, and Britain. This practical retreat of multiculturalism is due to a variety of factors, their importance differing across cases: the chronic lack of public support for multiculturalism policies; inherent deficits and failures of multiculturalism policies, especially in socio-economic respect; and a new assertiveness of the liberal state to impose liberal principles. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2004-16317-004&site=ehost-live&scope=site"
"The role of cultural variables in the victimization-delinquency overlap among Latino youth: A general strain theory perspective.","Cudmore, Rebecca M.","Dissertation Abstracts International Section A: Humanities and Social Sciences",="04194209",="9781369663303",="20180101","78","8-A(E)",,,"2017-23160-125",,"ProQuest Information & Learning","Dissertation","Juvenile Delinquency; Victimization; Latinos/Latinas; Sociocultural Factors; Adolescence (13-17 yrs)",,"Although criminological research has provided support for the relationship between victimization and delinquency more broadly, little is known about the relationship between victimization and delinquency (i.e. the victimization-delinquency overlap) among certain ethno-racial minorities, including Latino adolescents. Among Latinos, important cultural factors include familial support, immigration, and acculturation/enculturation. Previous research has emphasized the importance of taking into account stressors related to immigration and the acculturation process. These findings highlight the importance of examining these cultural factors to further our understanding of the victimization-delinquency overlap among Latino youth. Extending this body of literature to include factors salient to Latinos is particularly timely given the recent rapid growth of this population in the United States. One approach for conceptualizing the victimization-delinquency overlap is to examine the relationship within a general strain theory (GST) framework. However, there are several gaps in the GST literature that this study intends to address. First, a more nuanced, culturally-sensitive understanding of the victimization-delinquency overlap among Latino youth will be gained from the proposed study. Second, the concept of victimization will be expanded to include a measure of polyvictimization, which has not been examined in previous GST studies. Finally, this study proposes to evaluate the role of several key emotions as mediators in the GST process. The findings of this study are important for shaping policy and clinical practice, including school- and family-based interventions, and mental health treatment. The overarching goal of research on the victimization-delinquency overlap, and GST more specifically, is to better understand how victimized individuals go on to commit crime and thus develop prevention programs to dissuade criminal behavior. It is important to consider, however, that a one-size-fits-all approach to crime prevention may not be most effective. Thus, incorporating cultural factors into the study of GST among Latino youth can help elucidate which cultural factors protect these adolescents from engaging in criminal activity and provide recommendations for relevant crime prevention policy. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2017-23160-125&site=ehost-live&scope=site"
"The Role of Identity in Acculturation among Immigrant People: Theoretical Propositions, Empirical Questions, and Applied Recommendations.","Schwartz, Seth J.; Montgomery, Marilyn J.; Briones, Ervin","Human Development",="0018716X",,="20060201","49","1","1","30","2006-03287-001","10.1159/000090300","Karger","Journal Article","Acculturation; Ethnic Identity; Immigration; Self-Concept; Social Identity; Cultural Identity",,"The present paper advances theoretical propositions regarding the relationship between acculturation and identity. The most central thesis argued is that acculturation represents changes in cultural identity and that personal identity has the potential to 'anchor' immigrant people during their transition to a new society. The article emphasizes the experiences of nonwhite, non-Western immigrant people moving to Western nations. The article also calls for research on heretofore unexplored aspects of the relationship of acculturation to personal and social identity. Ideas are proposed for interventions to promote cultural identity change and personal identity coherence. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2006-03287-001&site=ehost-live&scope=site"
"The social context of assimilation: Testing implications of segmented assimilation theory.","Xie, Yu; Greenman, Emily","Social Science Research",="0049089X",,="20110501","40","3","965","20","2011-07197-020","10.1016/j.ssresearch.2011.01.004","Elsevier Science","Journal Article","Acculturation; Immigration; Social Processes; Well Being; Adolescence (13-17 yrs); Female",,"Segmented assimilation theory has been a popular explanation for the diverse experiences of assimilation among new waves of immigrants and their children. While the theory has been interpreted in many different ways, we emphasize its implications for the important role of social context: both processes and consequences of assimilation should depend on the local social context in which immigrants are embedded. We derive empirically falsifiable hypotheses about the interaction effects between social context and assimilation on immigrant children’s well-being. We then test the hypotheses using data from the National Longitudinal Study of Adolescent Health. Our empirical analyses yield two main findings. First, for immigrant adolescents living in non-poverty neighborhoods, we find assimilation to be positively associated with educational achievement and psychological well-being but also positively associated with at-risk behavior. Second, there is little empirical evidence supporting our hypotheses derived from segmented assimilation theory. We interpret these results to mean that future research would be more fruitful focusing on differential processes of assimilation rather than differential consequences of assimilation. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-07197-020&site=ehost-live&scope=site"
"The spectre of Japan: The influence of foreign relations on race relations theory, 1905–24.","Yuill, Kevin","Patterns of Prejudice",="0031322X",,="20150801","49","4","317","26","2015-41388-001","10.1080/0031322X.2015.1073974","Taylor & Francis","Journal Article","International Relations; Racial and Ethnic Relations; Blacks; Riots",,"Race relations became the dominant paradigm by the time the official report on the 1919 Chicago riot, The Negro in Chicago, was published. It expressed a new appreciation of the danger to Whites of conflict based on colour. Before 1905 most observers assumed the inferiority of Blacks and saw race conflict as the fault of African Americans. But a new possibility arose when the fate of African Americans was linked to the rising power of Japan, occurring after the defeat of Russia by Japan in 1904–5. Race conflict, in this new model, was a form of conflict between nations. Race relations pioneer Robert E. Park, in his 1913 article, ‘Racial Assimilation in Secondary Groups’, noted that ‘under conditions . . . of individual liberty and individual competition, characteristic of modern civilization, depressed racial groups tend to assume the form of nationalities. A nationality, in this narrower sense, may be defined as the racial group which has attained self-consciousness, no matter whether it has at the same time gained political independence or not.’ Yuill's paper will explore the thesis that a liberal perspective based on developments in contemporary international relations slowly changed the way race was regarded in the United States. From 1905 onwards, a new liberal paradigm sought to manage race conflict. It was this—rather than labour-based racial antipathies or commitment to racial equality—that shaped US race relations in the twentieth century. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2015-41388-001&site=ehost-live&scope=site"
"Theoretical perspectives on acculturation and immigration.","Chuang, Susan S.; Moreno, Robert P.","Handbook of family theories: A content-based approach.",,="9780415657228; 9780415879453; 9780203075180",="20130101",,,"316","22","2013-00425-018",,"Routledge/Taylor & Francis Group","Chapter","Acculturation; Culture (Anthropological); Family; Immigration; Theories; Childhood Development; Refugees; Risk Factors; Socioeconomic Status; Childhood (birth-12 yrs); Adolescence (13-17 yrs); Adulthood (18 yrs & older)",,"Immigration is a global phenomenon, with nearly 200 million immigrants and refugees worldwide since the beginning of the millennium (United Nations, 2005). Understanding the various pathways of immigration is important as cultural cognitions (acculturation, collectivism, individualism) moderate the effectiveness of parenting and family functioning, which, in turn, influence child development (Bornstein & Cote, 2004). This chapter begins with an overview of immigration patterns and the various issues such as socioeconomic status and demographic risk factors that must be considered in understanding immigrant families. We then discuss some of the key historical concepts and frameworks that have guided our current field of immigration, followed by contemporary theories. A particular focus will be on the context of immigrant families and their cultural contexts, placing this section within the world-views on cultural orientation. The acculturation processes and parent-child discrepancies will be explored and the extent to which they impact child development. Some attention to the gendered experiences of acculturation and parenting will follow. We conclude by discussing some of the limitations of this field and provide suggestions for theory development and advancing our understanding of immigration and families. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-00425-018&site=ehost-live&scope=site"
"Theoretical perspectives on issues and interventions related to migrant resettlement in Canada.","Toosi, Amy; Richter, Solina; Woytowich, Boris","Journal of Transcultural Nursing",="10436596",,="20170501","28","3","230","6","2017-21109-002","10.1177/1043659616660361","Sage Publications","Journal Article","Acculturation; Health; Immigration; Life Changes; Well Being; Social Integration",,"International migration has increased at a significant rate over the past several decades as many migrants relocate in the hope of finding better living conditions. Unfortunately, not all migrants realize their dreams but instead find themselves in poor living conditions and are less satisfied with their health and well-being. The purpose of this article is to explore the factors that influence the integration of migrants into a new culture through two theoretical lenses: transitions theory and acculturation theory. The authors propose that acculturation and transition are influenced by factors at both the societal and individual level and therefore interventions aimed at promoting successful integration should be focused at both those levels. This article adds a new perspective to the migrant health framework and offers a new approach for researchers, clinicians, and program developers. The overall health and well-being of migrants may improve by focusing on individual factors that contribute to successful settlement through predeparture or early arrival preparation programs. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2017-21109-002&site=ehost-live&scope=site"
"Theoretical, empirical, and practice literature on language brokering: Family, academic, and psychological outcomes.","Mier-Chairez, Judy; Arellano, Brenda; Tucker, Sarah E.; Marquez, Eileen; Hooper, Lisa M.","Journal of Human Behavior in the Social Environment",="10911359",,="20190615",,,,,"2019-34746-001","10.1080/10911359.2019.1621791","Taylor & Francis",,"No terms assigned",,"Language is an important characteristic of culture. Importantly, with the ever-present migration of persons across countries and cultures, physical boundaries of language have been blurred creating a robust area of study: language brokering in the context of globalization. Migration and immigration often necessitate the learning of a new language and in immigrant families, open an opportunity for language skill differences and language brokering. Language brokering is a process by which a bilingual individual, often the children of immigrants, assists in communication between two parties speaking distinct languages. This common practice has generated an increased focus and body of research on the current and aftereffects of language brokering on individuals who broker. The present article provides a brief review of the literature on language brokering including identified antecedents and select outcomes such as family, academic, and psychological outcomes. Overall, the literature shows the associations among language brokering, the contexts in which it may occur, and the outcomes (family, academic, and psychological) for language brokers remain less than clearly understood, although inroads are being made as researchers delve more deeply into specific areas such as parentification, age, child development, and family dynamics. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2019-34746-001&site=ehost-live&scope=site"
"Theories of acculturation and cultural identity.","López, Irene; Escoto, Ernesto R.; Monford-Dent, Tyffani; Prado-Steiman, Marina","Working with immigrant families: A practical guide for counselors.",,="9780415800617",="20110101",,,"21","17","2010-25382-002",,"Routledge/Taylor & Francis Group","Chapter","Acculturation; Cross Cultural Treatment; Cultural Sensitivity; Family Members; Immigration; Ethnic Identity; Family Therapy; Sociocultural Factors; Cultural Identity",,"Key to understanding the life experiences of immigrants is obtaining an appropriate understanding of what the term immigrant means. Immigrants may be legal or undocumented residents, permanent residents or short-term guest workers, refugees, asylum seekers, naturalized citizens, or, in the case of Puerto Ricans, American citizens who migrate to the continental United States. In short, the term immigrant encapsulates a variety of experiences and historical legacies that may often mask important distinctions between subgroups. However, despite these varied definitions and experiences, there are a host of commonalities that immigrants may share as they migrate to the United States and acculturate to their new environment. In this chapter, we will review the research and various models associated with acculturation and immigrants to demonstrate how working with immigrant families may be different from working with domestic clients. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2010-25382-002&site=ehost-live&scope=site"
"Theories of family therapy.","Shulman, Julie; Lamba, Garima","Working with immigrant families: A practical guide for counselors.",,="9780415800617",="20110101",,,"39","19","2010-25382-003",,"Routledge/Taylor & Francis Group","Chapter","Acculturation; Cultural Sensitivity; Family Therapy; Immigration; Psychological Theories; Cross Cultural Treatment; Psychotherapeutic Techniques; Racial and Ethnic Groups",,"Many have begun to draw attention to and critique the previous, dominant focus on acculturation in therapy with immigrant families, an approach that has often viewed the therapist's primary role as one of an agent of assimilation to the new culture. Research suggests, however, that immigrant families who maintain a balance between retaining pieces of their home culture while incorporating parts of the new (in other words, who find an integration of the different cultures) experience the best outcomes. Maintaining some values and customs from the country of origin may be better for the mental health of the family members. Moreover, involvement in ethnic community networks in the new country is also critical in buffering against discrimination, creating some continuity, and coping with some of the inevitable social and cultural losses. Indeed, recreating ethnic community networks highly correlates with general health and mental health as well. With the ever-increasing diversity among immigrant families in the United States, each with distinct cultural norms and values, varying migration, and living arrangements, as well as unique familial patterns, the validity and usefulness of traditional models of family therapy may be outdated, at least when universally applied. Family therapists are finding it increasingly necessary to both select relevant techniques among various models and fit their approaches to the needs of the clients rather than the other way around. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2010-25382-003&site=ehost-live&scope=site"
"Theories on Immigrant Women's Health.","Im, Eun-Ok; Yang, Kyeongra","Health Care for Women International",="07399332",,="20060901","27","8","666","16","2006-11135-001","10.1080/07399330600817535","Taylor & Francis","Journal Article","Health; Human Females; Immigration; Theories; South Asian Cultural Groups; Adulthood (18 yrs & older); Female",,"Our purpose in this article is to review theories critically that have been used to explain immigrant women's health based on 4 case studies of Korean immigrant women's experiences in the United States and suggest directions for future development of theories on immigrant women's health. First, 3 existing theories on immigration and health (selective migration, negative effect of immigration, and acculturation) are concisely described. Then, the daily experiences of 4 low-income Korean immigrant women are described in a narrative mode, and the 3 existing theories are critiqued in terms of how they can explain the women's narratives. Finally, implications for future theory development on immigrant women's health experience are proposed based on the discussion. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2006-11135-001&site=ehost-live&scope=site"
"Theorizing identity in transnational and diaspora cultures: A critical approach to acculturation.","Bhatia, Sunil; Ram, Anjali","International Journal of Intercultural Relations",="01471767",,="20090301","33","2","140","10","2009-06761-005","10.1016/j.ijintrel.2008.12.009","Elsevier Science","Journal Article","Acculturation; Cross Cultural Psychology",,"This paper examines the various ways in which the concept of 'diaspora' has important implications for rethinking traditional notions of acculturation in Psychology. In this paper, we argue that the idea of a fixed, invariant, and apolitical notion of acculturation dominates much of Psychology, and as such it needs to be revised and reexamined in light of transnational migration and global movements. Drawing on our previous and current scholarship on acculturation and identity [Bhatia, S., & Ram, A. (2001). Rethinking 'acculturation' in relation to diasporic cultures and postcolonial identities. Human Development, 44, 1–17; Bhatia, S., & Ram, A. (2004). Culture, hybridity and the dialogical self: Cases from the South-Asian diaspora. Mind, Culture, and Activity, 11(3), 224–241; Bhatia, S. (2007a). American Karma: Race, culture, and identity and the Indian diaspora. New York, NY: New York University Press; Bhatia, S. (2008). Rethinking culture and identity in psychology: Towards a transnational cultural psychology. Journal of Theoretical and Philosophical Psychology, 28, 301–322], we provide a counterargument to models of acculturation that claim that all immigrants undergo a universal psychological process of acculturation and adaptation. More specifically, we show how members from the Indian diaspora reexamined their acculturation status after the events of 9/11. We use interdisciplinary research to critically examine the role of race in the acculturation process. In addition, we provide a new analytical framework to understand the larger structural forces that shape the acculturation and assimilation process of transnational and diasporic migrants. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2009-06761-005&site=ehost-live&scope=site"
"Theory and measurement of acculturation.","Szapocznik, José; Scopetta, Mercedes A.; Kurtines, William; Aranalde, María D.","Revista Interamericana de Psicología",="00349690",,="19780101","12","2","113","18","1992-70557-001",,"Interamerican Society of Psychology","Journal Article","Acculturation; Age Differences; Immigration; Rating Scales; Test Construction; Test Reliability; Test Validity; Whites; Latinos/Latinas; Adolescence (13-17 yrs); Adulthood (18 yrs & older); Aged (65 yrs & older); Very Old (85 yrs & older)",,"Describes a psychosocial model of acculturation (ACC) intended to account for the occurrence of intergenerational/acculturational differences in immigrant families. The development of 2 scales measuring self-reported behaviors and value dimensions is discussed. 334 Cuban (aged 13–85 yrs) and 251 White (aged 14–74 yrs) Americans were used in the development and reliability testing of the ACC scales. The behavioral scale provided a reliable and valid measure of ACC and proved superior to the value scale in almost every respect. Behavioral and value ACC were linear functions of the amount of time a person was exposed to the host culture. The rate at which the behavioral ACC process took place was a function of the age and sex of the individual. Findings suggest that intergenerational/acculturational differences develop because younger members of the family acculturate more rapidly than older family members. (Spanish abstract) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1992-70557-001&site=ehost-live&scope=site"
"Theory and measurement of foreigner objectification.","Lee, Joyce P.; Lee, Richard M.; Tran, Alisia G. T. T.","The Oxford handbook of acculturation and health.",,="9780190215217",="20170101",,,"143","13","2017-43855-009",,"Oxford University Press","Chapter","Mental Health; Minority Groups; Physical Health; Racial and Ethnic Attitudes; Objectification; Measurement",,"This chapter investigates the phenomenon of foreigner objectification, or the labeling (implicit or otherwise) of members of racial/ethnic minority groups as foreigners regardless of citizenship, migration status, or length of residence. As the majority of research on foreigner objectification has emerged out of the United States, the chapter focuses on the foreigner objectification experiences of two rapidly growing US racial/ethnic groups: Latinos/as and Asian Americans. It first contextualizes foreigner objectification within the larger literature on attitudes toward racial/ethnic minority groups. It then discusses how foreigner objectification has been measured in psychological research and examines the limited but growing literature on the association between foreigner objectification and mental and physical health. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2017-43855-009&site=ehost-live&scope=site"
"Theory and practice in matching treatment to the special characteristics and problems of Cuban immigrants.","Szapocznik, José; Scopetta, Mercedes A.; King, Olga E.","Journal of Community Psychology",="00904392",,="19780401","6","2","112","11","1979-21566-001","10.1002/1520-6629(197804)6:2<112::AID-JCOP2290060203>3.0.CO;2-R","John Wiley & Sons","Journal Article","Acculturation; Cross Cultural Differences; Immigration; Psychotherapeutic Techniques; Latinos/Latinas; Family Therapy",,"Considers that mutuality of patient–therapist expectations for treatment can be attained by adapting treatment to the special characteristics of, and focusing treatment on, the unique problems of client populations. Culturally sensitive treatment is defined as a treatment mode built on a set of therapeutic assumptions that complements the patients' basic value structure. The implications for treatment of Cuban immigrants' preference for lineality in interpersonal relationships, a present-time orientation, an activity orientation, and subjugation to natural and environmental conditions are discussed. Acculturation problems facing Cuban immigrant families and their implications for treatment are also discussed. It is concluded that Ecological Structural Family Therapy is a treatment of choice for acculturation-related dysfunctions of Cuban immigrant families. (39 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1979-21566-001&site=ehost-live&scope=site"
"Theory of mind ability in the preadolescent language broker: Connections between language brokering, social cognition, and academic achievement.","Love, Julia Anne","Dissertation Abstracts International: Section B: The Sciences and Engineering",="04194217",,="20070101","68","1-B","651","1","2007-99014-009",,"ProQuest Information & Learning","Dissertation","Academic Achievement; Cognitive Ability; Language; Social Cognition; Human Sex Differences; Childhood (birth-12 yrs); School Age (6-12 yrs); Male; Female",,"This study examined the connections between language brokering, social cognition, and academic achievement for preadolescent Latinos. Gender differences in language brokering activity, theory of mind ability, and academic achievement were also examined. There is a paucity of research on theory of mind development in older children from low SES and ethnic minority communities, as well as children from cultures outside the United States and Western Europe. There is no research on the relation between language brokering, theory of mind ability, and academic achievement. This study uses both a cultural approach and a theory of mind approach to study the socio-cognitive development of Latino preadolescents from immigrant families. Participants were 117 Mexican American 6th graders (M = 11.33 years; 56 girls, 61 boys) from a semi-rural agricultural community in Oregon. Each participant completed a questionnaire consisting of the Language Brokering Scale, the Short Acculturation Scale for Hispanic Youth, the Parent-Child Bonding Scale, and demographic information. Participants also completed tests of receptive English vocabulary (PPVT-III), receptive Spanish vocabulary (TVIP), and responded to two theory of mind vignettes developed to assess higher order theory of mind ability. Participants who reported being chosen as the primary language broker out-performed non-primary language brokers on theory of mind ability, things brokered, GPA, and reading achievement test scores. Girls out-performed boys on theory of mind ability, biculturalism, Spanish vocabulary, and GPA. Non-primary girls language brokered for more people than primary girls, and non-primary boys language brokered for less people than primary boys. Non-primary girls also reported more biculturalism than any other sub-group. English vocabulary, language broker order, and feelings about brokering were positively related to theory of mind ability for boys. Language broker order and biculturalism were positively related to theory of mind ability for girls. The relationship between theory of mind ability and academic achievement was non-existent for girls, and seemed to be masked by language brokering variables for boys. These results are discussed in relation to cultural variation in theory of mind, and traditional Latino gender socialization goals. Implications for the classroom and suggestions for future research are also discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2007-99014-009&site=ehost-live&scope=site"
