"","Source","PublicationType","year","Author","Title","TitleScreening","TitleNote","Abstract","AbstractScreening","AbstractNote","PublicationTitle","PublicationTitleProper","ISSN","eISSN","ISBN","PublicationDate","Volume","Issue","FirstPage","LastPage","PageCount","Pages","Cited Reference Count","Times Cited, WoS Core","Times Cited, All Databases","180 Day Usage Count","Since 2013 Usage Count","AccessionNumber","DOI","PubMed","Publisher","PublisherCity","PublisherAddress","Subjects","Keywords","Url","SearchDuplicateDOI","SearchDuplicateTitle","DuplicateAny","ID","IDDuplicate","Downloaded","DownloadReason","Extracted","ExtractedReason","TheoryName","Comment"
"11","WebOfScience","Article",2020,"Massengale, M; Shebuski, KM; Karaga, S; Choe, E; Hong, J; Hunter, TL; Dispenza, F","Psychology of Working Theory With Refugee Persons: Applications for Career Counseling",1,NA,"The world is facing the largest number of displaced persons in history, with many refugee persons seeking safety in the United States. Among many challenges, refugee persons may face difficulty when navigating the world of work in the United States. We conceptualize career-related barriers for refugee persons residing in the United States, including economic constraints, acculturation challenges, and health disparities. Given these challenges, we describe the relevance of psychology of working theory as a potential theoretical model from which to conceptualize career concerns in refugee persons. Finally, based on previous research, we provide implications for counselors working with refugee persons with vocational concerns, as well as suggested areas for future research.",1,NA,"JOURNAL OF CAREER DEVELOPMENT","Journal Of Career Development","0894-8453","1556-0856",NA,NA,47,"5",592,"605",14,NA,69,2,2,1,1,"WOS:000574560100009","10.1177/0894845319832670",NA,"SAGE PUBLICATIONS INC","THOUSAND OAKS","2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","SELF-EFFICACY; BHUTANESE REFUGEES; RECENT IMMIGRANTS; HEALTH; ACCULTURATION; ADOLESCENTS; PREVALENCE; ADJUSTMENT; TRANSITIONS; AMERICAN","career counseling; refugee persons; psychology of working theory",NA,FALSE,FALSE,FALSE,"T-005",NA,1,NA,0,"not migrant",NA,NA
"12","WebOfScience","Article; Early Access",NA,"Njie-Carr, VPS; Sabri, B; Messing, JT; Suarez, C; Ward-Lasher, A; Wachter, K; Marea, CX; Campbell, J","Understanding Intimate Partner Violence among Immigrant and Refugee Women: A Grounded Theory Analysis",1,NA,"Immigrant and refugee women may experience considerable multifaceted and interrelated barriers that place them at heightened risk for intimate partner violence (IPV). The objective of this analysis was to increase our understanding of immigrant and refugee women's responses to abuse. We conducted in-depth interviews with 84 women who immigrated from Africa, Asia, and Latin America.Engendering Resilience to Surviveemerged as the core category explaining women's strength to stay safe and survive IPV experiences. In the face of the violence they experienced, women in this sample demonstrated remarkable resilience and the ability to harness their strength to survive. Resilience as a process and outcome could facilitate empowerment, and self-directedness to access health services and resources to stay safe. The developed Engendering Resilience to Survive Model can be utilized as a framework to inform research, policy, and practice to support abused women.",0,"not acculturation","JOURNAL OF AGGRESSION MALTREATMENT & TRAUMA","Journal Of Aggression Maltreatment & Trauma","1092-6771","1545-083X",NA,NA,NA,NA,NA,NA,19,NA,40,1,1,4,4,"WOS:000574680800001","10.1080/10926771.2020.1796870",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","DOMESTIC VIOLENCE; RESILIENCE; AFRICAN; RISK; CULTURE","Acculturation; domestic violence; resilience; safety",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"13","WebOfScience","Review",2020,"Haque, S; Malebranche, M","Impact of culture on refugee women's conceptualization and experience of postpartum depression in high-income countries of resettlement: A scoping review",0,"not acculturation","Background The global refugee population has reached a staggering 25.9 million. Approximately 16% of global refugees resettle in high-income countries which are often culturally very different from their home countries. This can create cross-cultural challenges when accessing health services, leading to inappropriate assessments, diagnoses and treatments if cultural background is not factored in. The impact of culture on the conceptualization and experience of postpartum depression (PPD) amongst migrant women has received growing attention in recent years, however, a specific focus on refugee and asylum-seeking women is lacking. Given the unique mental health challenges refugee women face, it is hypothesized that the interplay between culture and postpartum depression amongst refugee women may differ from other migrant women. Therefore, a scoping review was conducted to characterize what is known about the impact of culture on the conceptualization and experience of PPD in refugee women resettled in high-income countries. Methods and findings This study was conducted as a scoping review in accordance with the Joanna Briggs Institute's Methodology for Scoping Reviews. A systematic search of studies addressing the relationship between culture and postpartum depression amongst refugee women (including asylum-seeking women) resettled in high-income countries was conducted across 6 databases including MEDLINE, PsycINFO and SOCINDEX between June 2018 and August 2019. A total of 637 articles were found. Studies were eligible if they focused on refugee women who had a pregnancy during forced migration or upon resettlement in a high-income country and focused on the impact of culture on women's conceptualization and/or experience of PPD. Eight studies met inclusion criteria and were included in the final analysis, the majority of which were qualitatively driven. Four key themes emerged: 1) there are diverse conceptualizations and experiences of postpartum depression amongst refugee women; 2) mental health stigma has a significant impact on women's conceptualizations and experiences of postpartum depression and help-seeking behaviors; 3) cultural traditions and social support play protective roles in postpartum mental wellbeing; and, 4) host culture has a significant influence on the pregnancy and postpartum experience of refugee women. The overall themes align with those seen in the literature on migrant women in general, however significant research gaps remain. Conclusion The studies identified through this scoping review provide a rich description of the significant impact culture has on the conceptualization and experience of postpartum depression among refugee women resettled in high-income countries. Though overall themes align with those seen in the literature on migrant women in general, further research is needed to better characterize how culture impacts refugee women's experiences of PPD as a distinct sub-group of migrant women.",NA,NA,"PLOS ONE","Plos One","1932-6203",NA,NA,NA,15,"9",NA,NA,21,NA,35,0,0,1,1,"WOS:000568872300029","10.1371/journal.pone.0238109",32870929,"PUBLIC LIBRARY SCIENCE","SAN FRANCISCO","1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA","POSTNATAL DEPRESSION; ASYLUM SEEKERS; IMMIGRANT; ACCULTURATION; SYMPTOMS; SEEKING; HEALTH; RISK; CARE",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"14","WebOfScience","Article",2020,"Collet-Sabe, J","Religious discrimination in young Muslim assimilation in Spain: Contributions to Portes and Rumbaut's segmented assimilation theory",1,NA,"This article aims to consider the role of religion in the integration process of children born to immigrants in host societies (second generation) in Spain using the theory of segmented assimilation of Portes and Rumbaut and Portes, Aparicio and Haller. It is based on an exploratory qualitative research project conducted in a medium-sized city in Catalonia that examined the integration of young people of different origins and the role religion played in this process. To do so, we proffer a religious discrimination hypothesis: a scenario in which Islam, but not other religions, can become a significant barrier to positive assimilation. According to the results, this 'religious stigma' scenario occurs in the majority of the young Muslims who were interviewed and across many aspects of their lives.",0,"not migrant","SOCIAL COMPASS","Social Compass","0037-7686","1461-7404",NA,NA,67,"4",599,"616",18,NA,42,0,0,3,4,"WOS:000560768900001","10.1177/0037768620948476",NA,"SAGE PUBLICATIONS LTD","LONDON","1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","2ND-GENERATION; ADAPTATION; MOROCCAN","Islam; Portes and Rumbaut; religion; segmented assimilation",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"15","WebOfScience","Article",2020,"Valentin-Cortes, M; Benavides, Q; Bryce, R; Rabinowitz, E; Rion, R; Lopez, WD; Fleming, PJ","Application of the Minority Stress Theory: Understanding the Mental Health of Undocumented Latinx Immigrants",1,NA,"This paper applies the Minority Stress framework to data collected from an ongoing community-based participatory research project with health and social service agencies in Southeast Michigan. We examine the stressors and coping strategies employed by undocumented Latinx immigrants and their families to manage immigration-related stress. We conducted in-depth interviews with 23 immigrant clients at Federally Qualified Health Care Centers (FQHC) in Southeast Michigan and 28 in-depth interviews with staff at two FQHC's and a non-profit agency serving immigrants. Findings suggest that immigrants face heightened anxiety and adverse mental health outcomes because of unique minority identity-related stressors created by a growing anti-immigrant social environment. Chronic stress experienced stems from restrictive immigration policies, anti-immigrant rhetoric in the media and by political leaders, fear of deportation, discriminatory events, concealment, and internalized anti-immigrant sentiment. Though identity can be an important effect modifier in the stress process, social isolation in the immigrant community has heightened the impact of stress and impeded coping strategies. These stressors have resulted in distrust in community resources, uncertainty about future health benefits, delayed medical care, and adverse mental health outcomes. Findings provide a framework for understanding the unique stressors experienced by immigrants and strategies for interventions by social service agencies.",0,"not theory","AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY","American Journal Of Community Psychology","0091-0562","1573-2770",NA,NA,66,"3-4",325,"336",12,NA,38,4,4,4,9,"WOS:000557412800001","10.1002/ajcp.12455",32776579,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","PSYCHOLOGICAL DISTRESS; UNITED-STATES; DISCRIMINATION; ACCULTURATION; MEXICANS; GAY","Hispanic; Anxiety; Law enforcement; Racism; Discrimination; Public health",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"16","WebOfScience","Article",2020,"Asfari, A; Askar, A","Understanding Muslim Assimilation in America: An Exploratory Assessment of First & Second-Generation Muslims Using Segmented Assimilation Theory",1,NA,"Immediately following the attacks of 9/11 in New York, mainstream media outlets echoed the notion of Muslims as strangers who are unable to assimilate into American culture. The purported difficulty in the assimilation of Muslims in America was linked with their religious affiliation, an indelible marker of their ideology, and one that supersedes any national identity. Given the paucity of research on the assimilation of Muslims in America, this paper sought to explore if-and-how this group is assimilating into American culture. Utilizing a mixed-method design, we conducted focus groups, followed by a multi-state survey. Using segmented assimilation theory, we found evidence that Muslims with higher educational attainment and household incomes are well-assimilated. We also found that respondents who identify themselves strongly as Muslim are less likely to assimilate, preferring instead to maintain close in-group ties. We discuss the implications of these findings in greater detail.",0,"not theory","JOURNAL OF MUSLIM MINORITY AFFAIRS","Journal Of Muslim Minority Affairs","1360-2004","1469-9591",NA,NA,40,"2",217,"234",18,NA,41,1,1,1,2,"WOS:000546465400001","10.1080/13602004.2020.1781467",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","RELIGIOUS IDENTITY; ACCULTURATION; IMMIGRANTS; TURKISH; MINORITIES","Assimilation; Muslim assimilation; integration; religious identity; religious culture; segmented assimilation theory",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"17","WebOfScience","Article",2020,"Pirtle, WNL; Valdez, Z; Daniels, KP; Duenas, MD; Castro, D","CONCEPTUALIZING ETHNICITY. HOW DIMENSIONS OF ETHNICITY AFFECT DISPARITIES IN HEALTH OUTCOMES AMONG LATINXS IN THE UNITED STATES",1,NA,"Background: This study considers how attributional and relational dimensions of ethnicity affect Latinxs' health outcomes. Methods: Using regression methods to analyze data from the 2006 Portraits of American Life Study, we examined how attributional and relational dimensions of ethnicity affect: 1) intragroup diticrences in Latinx mental and physical health status, as measured by feelings of worthlessness and self-rated health, respectively; and 2) intergroup differences between Latinxs and non-Hispanic Whites in these health outcomes. Results: Latinxs have higher odds of feelings of worthlessness and lower odds of self-reporting good/excellent health compared with non-Hispanic Whites. Additionally, intragroup differences in health are observed among Latinxs, conditioned on attributional or relational dimensions of ethnicity. Conclusion: Multidimensional measures of ethnicity that distinguish between characteristics associated with ethnicity (attributional) or race (relational) offer a nuanced explanation of health disparities by revealing aspects of ethnicity that shape health outcomes differently, contributing to the goals of health equity.",0,"not theory","ETHNICITY & DISEASE","Ethnicity & Disease","1049-510X","1945-0826",NA,NA,30,"3",489,"500",12,NA,37,0,0,1,1,"WOS:000548740000017","10.18865/ed.30.3.489",32742154,"INT SOC HYPERTENSION BLACKS-ISHIB","ATLANTA","100 AUBURN AVE NE STE 401, ATLANTA, GA 30303-2527 USA","SELF-RATED HEALTH; CRITICAL RACE THEORY; MENTAL-HEALTH; MULTIDIMENSIONAL MEASURES; PUBLIC-HEALTH; SKIN COLOR; ACCULTURATION; DISCRIMINATION; PREVALENCE; IMMIGRANT","Ethnicity; Race; Latinxs; Worthlessness; Self-rated Health",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"18","WebOfScience","Article",2020,"Seidler, Y; Seiler-Ramadas, R; Kundi, M","No Austrian Mother Does This to Sleep Without a Baby!'Postnatal Acculturative Stress and 'Doing the Month' Among East Asian Women in Austria: Revisiting Acculturation Theories From a Qualitative Perspective",1,NA,"Acculturative stress is a phenomenon describing negative emotions experienced by immigrants in their socio-cultural and psychological adaptation process to the host society's dominant culture and its population. Acculturative stress is assumed to be one the reasons for higher prevalence of postnatal depression among immigrant women compared to non-immigrant women. Theories and models of acculturation and coping strategies suggest that certain cultural orientations or behaviors could mitigate acculturative stress and postnatal depression. Nevertheless, quantitative studies applying these theories have so far revealed inconsistent results. Given this background, we ask: what can a qualitative study of immigrant women's postnatal experiences tell us about the interrelationships between immigrant mothers' acculturation behaviors or cultural orientations, and maternal psychological health? Particularly, we explore the postnatal experiences of Chinese and Japanese women who gave birth in Austria, focusing on their experiences and behaviors influenced by their heritage culture's postnatal practices (zuo yue ziandsatogaeri). Theoretically, we apply Berry's acculturation model through a focus on what we call 'Postnatal Acculturative Stress' (PAS). By doing so, we identify factors that prevent or mitigate PAS. Another aim of this article is to critically reassess Berry's model in the context of postnatal care and maternal psychological health. Data were analyzed using a combination of deductive and inductive method through the application of directed content analysis and phenomenological approach. Women's postnatal experiences were summarized as an 'unexpected solitary struggle in the midst of dual identity change' in four specific domains: postnatal rest and diet, social support, feelings toward significant others and identity. Preventive and mitigating factors against PAS included trust (in self and one's health beliefs) and mutual respectful relationships with and between the significant others. The application of Berry's acculturation model provided a useful framework of analysis. Nevertheless, the multifarious complexity involved in the process of acculturation as well as different power dynamics in the family and healthcare settings makes it difficult to draw causal relationships between certain acculturation behaviors or cultural orientations with specific health outcomes. Health professionals should be aware of the complex psychosocial processes, contexts as well as social environment that shape immigrants' acculturative behaviors.",0,"not theory","FRONTIERS IN PSYCHOLOGY","Frontiers In Psychology","1664-1078",NA,NA,NA,11,NA,NA,NA,17,NA,82,0,0,0,0,"WOS:000556674100001","10.3389/fpsyg.2020.00977",32477230,"FRONTIERS MEDIA SA","LAUSANNE","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND","CHINESE MIGRANT WOMEN; POSTPARTUM DEPRESSION; POSTNATAL DEPRESSION; COPING STRATEGIES; JAPANESE MOTHERS; SOCIAL MEANINGS; IMMIGRANT WOMEN; HEALTH-CARE; SYMPTOMS; SUPPORT","acculturative stress; lived experience; postnatal care; immigrant; East Asian women; Austria; interpretative phenomenological analysis; qualitative methods",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"19","WebOfScience","Article",2020,"Saban, K","FROM CULTURAL MEMORY TO MEMORY'S TRANSCULTURATION: A THEORETICAL PATH",1,NA,"This article proposes a theoretical journey through some conceptions of memory to think about issues associated with cultural contact: beginning with early theories developed in the first half of the twentieth century in Europe (W. Benjamin and M. Halbwachs), passing through the memorial boom in the 80s and 90s (P. Nora, J. y A. Assmann, A. Huyssen) and ending with concepts of cultural memory and collective memory that include a semiotic and anthropological point of view (A. Erll) or those concerned about global phenomena such as terrorism, migration, virtual communications and post colonialism that also require thinking in a transnational and transcultural memory (M. Rothberg, D. Levy, A. Baer y N. Sznaider). Afterwards I discuss how this new paradigma could well enrich the analysis of phenomena such as forced disappearance, the transgenerational transmission of trauma or the discourses of human rights in South America.",0,"not migration","REVISTA CHILENA DE LITERATURA","Revista Chilena De Literatura","0718-2295",NA,NA,NA,NA,"101",379,"404",26,NA,62,0,0,0,3,"WOS:000536124900017",NA,NA,"UNIV CHILE, FAC FILOS HUMAN EDUC","SANTIAGO","CENTRO ESTGRIEGOS BIZANTINOS Y NEOHELENICOS, IGNACIO CARRERA PINTO 1025, CASILLA 73 SUC GRECIA NUNOA, SANTIAGO, 00000, CHILE",NA,"cultural memory; transcultural memory; mediated memory; transgenerational memory; collective trauma",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"20","WebOfScience","Article",2020,"Kemppainen, T; Kemppainen, L; Kuusio, H; Rask, S; Saukkonen, P","Multifocal Integration and Marginalisation: A Theoretical Model and an Empirical Study on Three Immigrant Groups",1,NA,"Recent sociological discussions have examined the classic theme of social integration from the point of view of belonging and multiple solidarities. As a research topic, migration importantly elucidates these general sociological questions. Literature on migration, integration and transnationalism lacks an encompassing theoretical model, which limits our understanding of complex integration processes. We propose a multifocal model of migrant integration including three key foci of integration: the host society; transnational sphere; and co-ethnic community in the host society. Moreover, the model considers integration in terms of different dimensions. With this model, we define multifocal marginalisation and study Russian, Kurdish and Somali migrants in Finland. We find that the different foci do not compete with each other, but are in a moderate positive relationship. There are clear group differences in integration patterns. Determinants of multifocal marginalisation include Kurdish background, weak Internet skills and older age. Discussion themes include belonging and social change.",1,NA,"SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION","Sociology-The Journal Of The British Sociological Association","0038-0385","1469-8684",NA,NA,54,"4",782,"805",24,NA,82,0,0,3,6,"WOS:000523535300001","10.1177/0038038520904715",NA,"SAGE PUBLICATIONS LTD","LONDON","1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","WEAK TIES; ACCULTURATION; TRANSNATIONALISM; MIGRATION; SELF; IDENTIFICATION; SIMULTANEITY; ASSIMILATION; DIMENSIONS; DIVERSITY","belonging; immigration; integration; marginalisation; transnationalism",NA,FALSE,FALSE,FALSE,"T-006",NA,1,NA,1,NA,"Multifocal Integration",NA
"21","WebOfScience","Article",2020,"Zavala, E; Curry, TR; Morales, MC","Explaining the Cultural Retention-Delinquency Relationship Using Differential Support and Coercion Theory: A Study of Native-Born and Immigrant Latino Youth",0,"not acculturation","Objective Although immigrants tend to have lower involvement in delinquency, increasing levels of acculturation to American society may lead to higher levels of delinquency. Conversely, cultural retention typically reduces such behavior. To explain these findings, this study employs differential coercion and support theory to predict that cultural retention is inversely associated with delinquency through associations with greater social support and less coercion. Method Using a large, national-level sample of Latino native-born and immigrant youth, analyses are conducted using both ordinary least squares (OLS) and logistic regression. Results Findings support hypotheses, showing that increases in cultural retention are associated with less coercion and more social support, both of which are, in turn, related to delinquency. Importantly, an initial strong inverse relationship between cultural retention and delinquency disappears when coercion and social support are controlled. Conclusion Higher social support and lower coercion help explain the inverse relationship between cultural retention and delinquency among native-born and immigrant Latino youth.",NA,NA,"SOCIAL SCIENCE QUARTERLY","Social Science Quarterly","0038-4941","1540-6237",NA,NA,101,"2",623,"640",18,NA,68,0,0,0,2,"WOS:000511007800001","10.1111/ssqu.12776",NA,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","SOCIAL SUPPORT; IDENTITY FORMATION; CRIME RATES; ACCULTURATION; ASSIMILATION; VICTIMIZATION; BEHAVIOR; PLACE; SCALE",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
