Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Acculturation and the Prevalence of Depression in Older Mexican Americans: Baseline Results of the Sacramento Area Latino Study on Aging.","González, Hector M.; Haan, Mary N.; Hinton, Ladson","Journal of the American Geriatrics Society",="00028614",,="Jul2001","49","7","948","6","5928486","10.1046/j.1532-5415.2001.49186.x","Wiley-Blackwell","Article","NORTHERN California; OLDER Mexican Americans; ACCULTURATION; EMIGRATION & immigration; DEPRESSION in old age","acculturation; depression; geriatric; Hispanic Americans; Mexican Americans","OBJECTIVE: HTo determine the association between acculturation, immigration, and prevalence of depression in older Mexican Americans. DESIGN: Cross-sectional analysis from a cohort study. SETTING: Urban and rural counties of the Central Valley of Northern California. PARTICIPANTS: One thousand seven hundred and eighty-nine Latinos recruited from a population-based sample (85% Mexican Americans) with a mean age of 70.6 (range 60–100; standard deviation (SD) = 7.13); 58.2% were women. MEASUREMENTS: Depressive symptoms were assessed with the Center for Epidemiologic Studies—Depression scale (CES-D). Acculturation was measured with the Acculturation Rating Scale for Mexican Americans—II. Psychosocial, behavioral, and medical histories were also obtained. RESULTS: The prevalence of depression (CES-D ≥ 16) was 25.4%. Women were at greater risk (32.0%) than men (16.3%; male/female odds ratio (OR) = 2.43, 95% confidence interval (CI) = 1.90–3.09). The prevalence of depression was higher among immigrants (30.4%, OR = 1.70, 95% CI = 1.36–2.13), bicultural participants (24.2%, OR = 1.66, 95% CI = 1.24–2.24), and less-acculturated participants (36.1%, OR = 2.95, 95% CI = 2.22–3.93) compared with U.S.-born (20.5%) and more-acculturated groups (16.1%). When adjustments for education, income, psychosocial, behavioral, and health-problem factors were made, the least-acculturated participants were at significantly higher risk of depression than highly acculturated Mexican Americans (OR = 1.56, 95% CI = 1.06–2.31). CONCLUSIONS: These findings are consistent with previously reported estimates of a higher prevalence of depression for older Mexican Americans than non-Hispanic Caucasians and African Americans and are the first to report the prevalence and risk of depression for older U.S.-born and immigrant Mexican Americans. The high prevalence of depression of the least acculturated group may be related to cultural barriers encountered by immigrants and less-acculturated older Mexican Americans and to poorer health status.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=5928486&site=ehost-live&scope=site"
"Acculturation Attitudes and Acculturative Stress of Central American Refugees.","Dona, G.; Berry, J.W.","International Journal of Psychology",="00207594",,="Feb94","29","1","57","14","5776785",,"Wiley-Blackwell","Article","CANADA; ACCULTURATION; REFUGEES; PSYCHOLOGICAL stress; ATTITUDE (Psychology)",,"Research on acculturation has revealed a variable relationship between acculturation and mental health, which is due to the presence of a number of moderating factors. Some of these factors, namely, modes of acculturation, acculturative experience with the host society, contact with the culture of origin, and individualistic values have been examined in order to understand better the relationship of these factors with acculturative stress. In the present research, Central American refugees (N = 101) who were resettled in Canada completed a questionnaire dealing with their attitudes, behaviours, values, and levels of acculturative stress. Results indicated that different factors are involved in the prediction of psychological and somatic aspects of acculturative stress, with contact with the culture of origin and modes of acculturation being the best predictors.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=5776785&site=ehost-live&scope=site"
"Acculturation Attitudes, Need for Cognitive Closure, and Adaptation of Immigrants.","Kosic, Ankica","Journal of Social Psychology",="00224545",,="Apr2002","142","2","179","23","6520170","10.1080/00224540209603894","Taylor & Francis Ltd","Article","ITALY; ACCULTURATION; ATTITUDE (Psychology); COGNITION; IMMIGRANTS","acculturation attitudes; acculturation strategies; Croatian immigrants to Italy; need for cognitive closure; Polish immigrants to Italy; psychological adaptation; sociological adaptation","ABSTRACT. The author validated Berry's model of acculturation (J. W. Berry, 1990a, 1990b, 1991; J. W. Berry, U. Kim, S. Power, M. Young, & M. Bujaki, 1989) and examined the relation between acculturation attitudes and sociocultural and psychological adaptation among Croatian and Polish immigrants to Italy, 2 groups whose cultures are not very different from the Italian culture. Moreover, the author investigated the relation between the need for cognitive closure (NCC; M. D. Webster & A. W. Kruglanski, 1994) and psychological and sociocultural adaptation. The participants completed a questionnaire including measures of sociocultural adaptation, psychological adaptation, social relationships, acculturation attitudes, and NCC. The results of a multivariate analysis of variance revealed main effects of acculturation strategies for both forms of adaptation and a main effect of NCC for psychological adaptation. The Croatian and Polish immigrants differed in the level of sociocultural adaptation but not in the level of psychological adaptation.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=6520170&site=ehost-live&scope=site"
"Acculturation models of immigrant Soviet adolescents in Israel.","Shamai S; Ilatov Z","Adolescence",="00018449",,="Fall2005","40","159","629","16","106089616",,"Libra Publishers Inc.","Journal Article",,,"This study probed acculturation in Israel of immigrant students from the former USSR from the perception of the host society and the students. The finding from a questionnaire distributed to Israeli-born and immigrant students indicated that most but not all of the Israel-born students applied an assimilatory model while the immigrants were split between those who accepted the Israeli students and those who resisted them. Thus, ethnic relation typologies and critical sociology of education concepts can explain only part of the immigrants' attitudes. It was found that both the host society and the immigrants have different attitudes toward the culture of the other, and thus use different acculturation strategies.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=106089616&site=ehost-live&scope=site"
"Acculturation orientations towards Israeli Arabs and Jewish immigrants in Israel This research was made possible thanks to a grant from the Concordia-UQAM Chair in Ethnic Studies and from ""Immigration et Métropole"" of the Université de Montréal. Features of this research were presented at the Fifth International Metropolis Conference held in Vancouver, Canada, November 2000 and at the 63rd Annual Conference of the Canadian Psychological Association held in Quebec City, Canada, June 2001. We wish to thank Daniel Bar-Tal, Joel Walters, and Morton Weinfeld for their generous help and comments on earlier versions of this paper. The authors remain solely responsible for the views and interpretations presented in this paper.","Bourhis, Richard V.; Dayan, Joelle","International Journal of Psychology",="00207594",,="Apr2004","39","2","118","14","12660763","10.1080/00207590344000358","Wiley-Blackwell","Article","ISRAEL; ACCULTURATION; IMMIGRANTS; ARABS; ASSIMILATION (Sociology); SEGREGATION; CULTURAL pluralism",,"The State of Israel can be characterized as having two integration policies: an assimilationist one towards ""valued"" Jewish immigrants and a somewhat ethnist one towards its ""devalued"" national minority, namely Israeli Arabs. Using the Host Community Acculturation Scale (HCAS), this study explored Jewish undergraduate ( N =153) acculturation orientations towards ""valued"" Jewish immigrants of Russian and Ethiopian background and towards ""devalued"" Israeli Arabs. Results showed that Jewish undergraduates mainly endorsed the integrationism and individualism acculturation orientations towards Jewish immigrants. However, they were more segregationist and exclusionist towards Israeli Arabs than towards Jewish immigrants of Russian and Ethiopian background. Assimilation was weakly endorsed towards both Jewish immigrants and Israeli Arabs. Based on an extensive questionnaire, multiple regression analyses showed that each acculturation orientation had a distinct psychological profile. The integrationism and individualism orientations were endorsed by undergraduates who were tolerant towards ethnic diversity, felt secure personally, culturally, and militarily, and did not endorse the social dominance orientation (SDO). In addition to not feeling threatened by the presence of Israeli Arabs, integrationists and individualists were identified as secular Israelis and Labour Party sympathizers rather than as religious Jews. In contrast, the assimilationism, segregationism, and exclusionism orientations were endorsed by undergraduates who felt insecure personally, religiously, culturally, and militarily, who tended to be less tolerant towards ethnic diversity, and who were more prone to endorse the SDO. In addition to feeling threatened by Israeli Arabs, they avoided close relations with Russian and Ethiopian immigrants. Segregationists and exclusionists were identified mainly as Jewish nationals, Orthodox Jews, and as Likud Party sympathizers. Exclusionists were distinctive in also feeling threatened by the presence Jewish immigrants of Russian and Ethiopian background. While taking into consideration the context of intergroup relations in Israel, results are discussed using the Interactive Acculturation Model ( Bourhis, Moïse, Perreault, & Senecal, 1997 ).","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=12660763&site=ehost-live&scope=site"
"Acculturation Preference Profiles of Spaniards and Romanian Immigrants: The Role of Prejudice and Public and Private Acculturation Areas.","Rojas, Antonio J.; Navas, Marisol; Sayans-Jiménez, Pablo; Cuadrado, Isabel","Journal of Social Psychology",="00224545",,="2014","154","4","339","13","96694865","10.1080/00224545.2014.903223","Taylor & Francis Ltd","Article","SPAIN; ACCULTURATION; PREJUDICES; ROMANIANS; IMMIGRANTS; SPANIARDS; PUBLIC spaces; CLUSTER analysis (Statistics); ATTITUDE (Psychology)","acculturation preferences; immigrants; prejudice; Relative Acculturation Extended Model","The main goal of this study was to identify acculturation preference profiles using cluster analysis in public and private areas of culture in the host and immigrant populations, and to find out the relationship between these profiles and prejudice levels. Four hundred and ninety-nine Spaniards and 500 Romanians participated in a survey. The sampling of Spaniards was multistage random and the sampling of Romanians was by quota. The results confirm our predictions. Romanians who are less prejudiced against Spaniards prefer assimilation in public areas and integration in private areas. Romanians who are more prejudiced against Spaniards prefer integration in public areas and separation in private areas. Spaniards who are less prejudiced against Romanians prefer integration in both public and private areas. Spaniards who are more prejudiced against Romanians prefer assimilation in both areas.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=96694865&site=ehost-live&scope=site"
"Acculturation preferences and behavioural tendencies between majority and minority groups: The mediating role of emotions.","López‐Rodríguez, Lucía; Cuadrado, Isabel; Navas, Marisol","European Journal of Social Psychology",="00462772",,="Jun2016","46","4","401","17","116343960","10.1002/ejsp.2181","Wiley-Blackwell","Article","ACCULTURATION; ANALYSIS of covariance; ATTITUDE (Psychology); BEHAVIOR; CHI-squared test; EMOTIONS; FACTOR analysis; GROUP identity; IMMIGRANTS -- Psychology; INTERPERSONAL relations; MINORITIES; MULTIVARIATE analysis; PREJUDICES; PROBABILITY theory; QUESTIONNAIRES; RESEARCH evaluation; RESEARCH funding; STATISTICAL sampling; SCALE analysis (Psychology); ETHNOLOGY research; CULTURAL awareness; CULTURAL values; CULTURAL prejudices; DATA analysis software","acculturation preferences; behavioural tendencies; intergroup emotions","The main goal of this research was twofold. First, we aimed at determining how acculturation preferences and emotions were related to specific intergroup behavioural tendencies towards majority and minority groups. Second, we aimed at developing an intergroup behavioural tendencies scale that differentiates between valence (facilitation and harm) and intensity (active and passive). The role of intergroup contact was also examined, as it is a known predictor of intergroup prejudice. In order to fulfil these goals, we carried out two studies. In Study 1, Spanish participants ( N = 279) answered a questionnaire about Moroccans (a devalued group) or Ecuadorians (a valued group) by reporting their acculturation preferences for immigrants, their positive and negative emotions, quantity of contact with them and behavioural tendencies towards them. In Study 2, Moroccans ( N = 92) and Ecuadorians ( N = 87) assessed Spaniards on these measures. Results confirmed the structure of the new behavioural tendencies scale across four groups of participants. Overall, findings also showed that acculturation preferences and quantity of contact indirectly predicted behavioural tendencies through positive emotions. This research contributes to knowledge on how the majority and minority's acculturation preferences are related to their emotions and specific dimensions of intergroup behavioural tendencies, confirming the predominant mediating role of positive emotions in this process.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=116343960&site=ehost-live&scope=site"
"Acculturation strategies, coping process and acculturative stress.","KOSIC, ANKICA","Scandinavian Journal of Psychology",="00365564",,="Sep2004","45","4","269","10","13942722","10.1111/j.1467-9450.2004.00405.x","Wiley-Blackwell","Article","ACCULTURATION; PSYCHOLOGICAL stress; MENTAL health; ANTHROPOLOGY; CIVILIZATION; ETHNOLOGY","acculturation strategies; Acculturative stress; coping; immigrants","Using structural equation modeling, this study examines the influences of motivational factors (Need for Cognitive Closure – NCC – and Decisiveness), coping strategies and acculturation strategies on levels of acculturative stress. Two groups of immigrants in Rome (Croatians n= 156 and Poles n= 179) completed a questionnaire that included scales for the various factors. Although our initial hypothesized model was not confirmed, a modified model showed that the motivational factors of NCC and Decisiveness indirectly influence acculturative stress. The modified model with good fit indices indicated that the relationship between NCC and Decisiveness are mediated by coping strategies and acculturation strategies. Specifically, NCC is associated positively with avoidance coping, which in turn is negatively associated with the host group relationships and positively with the original culture maintenance. The last two dimensions predicted lower levels of acculturative stress. Decisiveness was positively associated with the problem-oriented coping and, negatively, with emotional and avoidance coping. Kosic, A. (2004). Acculturation strategies, coping process and acculturative stress. Scandinavian Journal of Psychology, 45, 269–278.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=13942722&site=ehost-live&scope=site"
"Acculturation, Economic Stress, Social Relationships and School Satisfaction Among Migrant Children in Urban China.","Fang, Lue; Sun, Rachel; Yuen, Mantak","Journal of Happiness Studies",="13894978",,="Apr2016","17","2","507","25","113880872","10.1007/s10902-014-9604-6","Springer Nature","Article","CHINA; PSYCHOLOGICAL stress; CHILDREN of migrant laborers; SATISFACTION; HAPPINESS; ACCULTURATION","Academic achievement; Acculturation; China; Migrant students; School satisfaction; Social relationships","Rural to urban migration has become a prominent phenomenon in China. In linking migration to children's school trajectories, this mixed-methods study explored a range of cultural and contextual factors that contribute to Chinese children's school wellbeing in the migratory process. The key variables included acculturative attitudes, economic stress, and relationships with family, teachers and peers. The study drew upon survey data from a sample of 301 Chinese migrant students (4th-9th grade) together with in-depth interviews involving ten selected students focusing on how migrant children's school happiness and productivity are influenced by acculturation, economic hardship, and social relationships. The quantitative analysis indicated the critical role of integrative states in promoting school satisfaction and achievement. Migrant children with better social relations scored higher levels of hope, which in turn contributed to better school outcomes. Contrary to previous findings, economic stress did not hinder school outcomes for these Chinese migrant children, but appeared to act as a positive motivational factor for pursing academic success. The qualitative analysis echoed the quantitative findings, and provided further explanations for the complexity and particularity of these phenomena.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=113880872&site=ehost-live&scope=site"
"Acculturative stress among Amerasian refugees: Gender and racial differences.","Nwadiora E; Mcadoo H","Adolescence",="00018449",,="Summer96","31","122","477","1","106101516",,"Libra Publishers Inc.","Journal Article",,,"Adjustment and resettlement of refugees from one culture to another is often a challenging and sometimes difficult process. Since Congress passed the Amerasian Homecoming Act in 1987, there has been a substantial increase in the number of immigrants born of American servicemen and Vietnamese women during the Vietnam War. Several thousand Amerasians and their families left Vietnam and Cambodia for resettlement, and there are currently over thirty cluster sites of voluntary organizations used for placement and resettlement. One area is Springfield, Massachusetts, where our study is based. This research explored the mental health, adjustment, and issues of acculturation among refugees of this subgroup as they attempted to adapt to the American culture. A refugee acculturative stress inventory modified to fit this group was utilized, and Pearson correlation and t-test were employed for statistical analysis. Major findings indicate that most newly arrived Amerasians experience acculturative stress primarily in areas of spoken English, employment, and limited formal education. Gender and race had no impact on acculturative stress. Findings did not support the literature on refugees which indicates that males are more at risk than females regarding acculturative stress. There was a significant correlation between effective spoken English and employment on the level of stress. Implications for social work practice and future research are suggested.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=106101516&site=ehost-live&scope=site"
"Adaptation of the Measurement of Acculturation Strategies for People of African Decent (MASPAD) in measuring acculturation in British Nigerians.","Onyigbuo, Chineme Christian; Alexis Garsee, Camille; van den Akker, Olga","Mental Health, Religion & Culture",="13674676",,="Nov/Dec2018","21","9/10","973","13","136709186","10.1080/13674676.2018.1455650","Taylor & Francis Ltd","Article","NIGERIA; GREAT Britain; ACCULTURATION; FACTOR analysis; IMMIGRANTS -- Psychology; PSYCHOLOGY & religion; PSYCHOMETRICS","acculturation; British; immigration; MASPAD; Nigeria; religion","The MASPAD is a validated and reliable, self-reported scale developed in the USA for measuring acculturation in people of African descent. However, nothing is known about the scale's suitability for measuring acculturation and religious beliefs/behaviours of people of African descent living in Europe. The present study measured the psychometric properties of the MASPAD among Nigerian immigrants in the UK. Principal component analysis revealed that all variables loaded substantially across six components for acculturation patterns and religious factors, which are: ""traditionalist behaviours"", ""traditionalist beliefs"", ""assimilationist behaviours"", ""integrationist behaviours"", ""religious beliefs"", and ""religious behaviours"". Two new distinct subscales emerged from the adapted MASPAD for assessing religious beliefs and behaviours, which is characteristic of a multidimensional factor structure for acculturation scales. This study has provided important information on the need to develop appropriate measures for people of African descent, relative to their historical and cultural antecedents, as well as immigration contexts.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=136709186&site=ehost-live&scope=site"
"Adolescents with Turkish background in Norway and Sweden: A comparative study of their psychological adaptation.","Virta, Erkki; Sam, David L.; Westin, Charles","Scandinavian Journal of Psychology",="00365564",,="Feb2004","45","1","15","11","11999449","10.1111/j.1467-9450.2004.00374.x","Wiley-Blackwell","Article","ACCULTURATION; IMMIGRANTS; TEENAGERS; TURKS; SELF-esteem; MENTAL health","Acculturation; adolescents; immigrants; life satisfaction; mental health; self‐esteem; self-esteem; Turks","Virta, E., Sam, D. L. & Westin, C. (2004). Adolescents with Turkish background in Norway and Sweden: A comparative study of their psychological adaptation. Scandinavian Journal of Psychology, 45, 15–25. Using a questionnaire survey, this study compared psychological adaptation (self-esteem, life satisfaction, and mental health problems) of Turkish adolescents in Norway and Sweden, and examined to what extent ethnic and majority identities, acculturation strategies, and perceived discrimination accounted for adaptation among Turkish adolescents. The samples consisted of 407 Turks (111 in Norway and 296 in Sweden) with a mean age of 15.2 years and 433 host adolescents (207 in Norway, 226 in Sweden) with a mean age of 15.6 years. Turks in Norway reported poorer psychological adaptation than Turks in Sweden. Predictors of good adaptation were Turkish identity and integration, whereas poor adaptation was related to marginalization and perceived discrimination. The results indicated that the poorer adaptation of Turks in Norway compared to that of Turks in Sweden could be due to lower degree of Turkish identity and higher degree of perceived discrimination.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=11999449&site=ehost-live&scope=site"
"Advancing Methods in Research on Asian American Children and Youth.","Yoshikawa, Hirokazu; Mistry, Rashmita; Wang, Yijie","Child Development",="00093920",,="Jul/Aug2016","87","4","1033","18","116708867","10.1111/cdev.12576","Wiley-Blackwell","journal article","ASIAN American children; ASIAN American youth; CHILD development research; IMMIGRANT children; RESEARCH methodology; INDIVIDUAL development; EMIGRATION & immigration; ACCULTURATION; RESEARCH; ASIANS; DEVELOPMENTAL psychobiology; IMMIGRANTS; STANDARDS",,"Asian American children and youth constitute at the same time an immigrant group, a set of ethnic groups, and a set of cultural groups. Research on these populations can therefore take on one or more of these perspectives. This article provides guidance for research methods in three areas: (a) conceptualizing and assessing migration-related factors, (b) assessing ethnicity and national origin, and (c) using culturally and contextually relevant measures. Methodological recommendations are made for each area, with attention to small-scale studies with community samples as well as large-scale data sets. In addition, this article recommends researchers attend to within-group variations (i.e., intersections of ethnicity, generational status, gender, class, sexuality), the embeddedness of individual development in context, and specificity of developmental periods.","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=116708867&site=ehost-live&scope=site"
"Allostatic Load Among Non-Hispanic Whites, Non-Hispanic Blacks, and People of Mexican Origin: Effects of Ethnicity, Nativity, and Acculturation.","Peek, M. Kristen; Cutchin, Malcolm P.; Salinas, Jennifer J.; Sheffield, Kristin M.; Eschbach, Karl; Stowe, Raymond P.; Goodwin, James S.","American Journal of Public Health",="00900036",,="May2010","100","5","940","7","50615745","10.2105/AJPH.2007.129312","American Public Health Association","Article","TEXAS City (Tex.); TEXAS; ALLOSTASIS; WHITE people; BLACK people; MEXICAN Americans; ETHNICITY; PSYCHOLOGY",,"Objectives. We investigated ethnic differences in allostatic load in a population-based sample of adults living in Texas City, TX, and assessed the effects of nativity and acculturation status on allostatic load among people of Mexican origin. Methods. We used logistic regression models to examine ethnic variations in allostatic load scores among non-Hispanic Whites, non-Hispanic Blacks, and people of Mexican origin. We also examined associations between measures of acculturation and allostatic load scores among people of Mexican origin only. Results. Foreign-born Mexicans were the least likely group to score in the higher allostatic load categories. Among individuals of Mexican origin, US-born Mexican Americans had higher allostatic load scores than foreign-born Mexicans, and acculturation measures did not account for the difference. Conclusions. Our findings expand on recent research from the National Health and Nutrition Examination Survey with respect to ethnicity and allostatic load. Our results are consistent with the healthy immigrant hypothesis (i.e., newer immigrants are healthier) and the acculturation hypothesis, according to which the longer Mexican immigrants reside in the United States, the greater their likelihood of potentially losing culture-related health-protective effects. (Am J Public Health. 2010;100:940-946. doi:10.2105/AJPH.2007.129312)","http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=pbh&AN=50615745&site=ehost-live&scope=site"
